hu;tracking;hu_externa;patrimonio;lote;sif;ca;serie;item;descricao;posicao;endereco;cod_grupo;nome_grupo;quantidade;reservado;saldo;embalagem;data;empresa;unid_medida;fator_cubagem;ean;id;bloqueio_nome;bloqueio_descricao;nf_entrada_numero;nf_entrada_serie;depositante_cnpj;depositante_nome;depositante_grupo;depositante_franquia;data_vcto;dot;peso_liquido_total;peso_bruto_total;valor_unitario;valor_total;data_fab
1351649;;="";45118;;;"";C007EB0000021;"INS16";"POWER METER AOS200 - M3M8 (MULTIMODO)";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778095;;;;1;"29884632000813";;;;;2445;1;1;="";;
1902606;;="2602389";46091;;;"";3000632035;"INS26";"TESTADOR DE CATV DIGITAL DS2460T";137829;"P-58";"Instrumentos";"Instrumentos";2,00000;0,00000;2,00000;"EMB";23/09/2024;692006;un;1,00;SEM GTIN;18778105;;;5669;1;"29884632000813";;;;10/03/2028;2448;2;2;="";;
1943868;;="";;;;;;"FER81";"JOGO DE CHAVE DE BORNES 6 PÇS";137829;"P-58";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778075;;;;0;"29884632000813";;;;;2445;1;1;="";;
1943870;;="";;;;;;"FER80";"LIMA CHATA";137829;"P-58";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778074;;;5;1;"29884632000813";;;;;2445;1;1;="";;
1943871;;="";;;;;;"FER76";"LIMA REDONDA";137829;"P-58";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778070;;;9;1;"29884632000813";;;;;2445;1;1;="";;
1943873;;="";;;;;;"FER66";"ALICATE REBITADOR";137829;"P-58";"Ferramentas";"Ferramentas";2,00000;0,00000;2,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778060;;;96;1;"29884632000813";;;;;2445;2;2;="";;
1943874;;="";;;;;;"FER27";"SUGADOR DE SOLDA";137829;"P-58";"Ferramentas";"Ferramentas";2,00000;0,00000;2,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778022;;;;1;"29884632000813";;;;;2445;2;2;="";;
1943876;;="";;;;;;"CON072";"ALCOOL ISOPROPILICO 1L";137829;"P-58";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778191;;;;1;"29884632000813";;;;;2445;1;1;="";;
1943880;;="";;;;;;"CON030";"CON RJ45 CAT5E MACHO BLINDADO";137829;"P-58";"Consumiveis";"Consumiveis";20,00000;0,00000;20,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778149;;;1;1;"29884632000813";INFOTEC;;;;2421;20;20;="1,0000000000";20;
1943883;;="";;;;;;"CON137";"REFIL PARA ETIQUETADORA METALICA";137829;"P-58";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18777954;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1943885;;="";;;;;;"CON027";"CONECTOR RJ45 CAT5E FEMEA";137829;"P-58";"Consumiveis";"Consumiveis";5,00000;0,00000;5,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778146;;;;1;"29884632000813";;;;;2445;5;5;="";;
1943888;;="";;;;;;"CON154";"SOLDA ESTANHO";137829;"P-58";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18777971;;;178;1;"29884632000813";INFOTEC;;;;2436;2;2;="26,0000000000";52;
1943889;;="";;;;;;"CON155";"SPLITTER TV (DIVISOR DE SINAL) 1X2";137829;"P-58";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18777972;;;178;1;"29884632000813";INFOTEC;;;;2436;2;2;="34,0000000000";68;
1943890;;="";;;;;;"CON039";"SPLITTER TV (DIVISOR DE SINAL) 1X3";137829;"P-58";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";14/10/2024;692006;un;1,00;SEM GTIN;18778158;;;;1;"29884632000813";;;;;2445;2;2;="";;
1961038;;="";;;;;;"CON040";"SPLITTER TV (DIVISOR DE SINAL) 1X4";137829;"P-58";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";16/10/2024;692006;un;1,00;SEM GTIN;18778159;;;1212;2;"29884632000813";INFOTEC;;;;2428;1;1;="1,0000000000";1;
1961042;;="";;;;;;"CON040";"SPLITTER TV (DIVISOR DE SINAL) 1X4";137829;"P-58";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";16/10/2024;692006;un;1,00;SEM GTIN;18778159;;;1212;2;"29884632000813";INFOTEC;;;;2428;1;1;="1,0000000000";1;
1961053;;="";;;;;;"FER71";"ALICATE PRENSA TERMINAL TUBULAR 6 - 16mm²";137829;"P-58";"Ferramentas";"Ferramentas";2,00000;0,00000;2,00000;"EMB";16/10/2024;692006;un;1,00;SEM GTIN;18778065;;;;1;"29884632000813";;;;;2445;2;2;="";;
1961055;;="";;;;;;"CON153";"SILICONE ACÉTICO TRANSPARENTE";137829;"P-58";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";16/10/2024;692006;un;1,00;SEM GTIN;18777970;;;;1;"29884632000813";;;;;2445;2;2;="";;
1961503;;="";24729;;;"";2023021523111713;"INS28";"TESTADOR MULTIFUNCIONAL CFTV SECURE TEST IP R171000";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";16/10/2024;692006;un;1,00;SEM GTIN;18778107;;;6138;1;"29884632000813";;;;;2445;1;1;="";;
2076500;;="";46220;;;"";3070300875940;"INS10";"POWER METER TRIBRER BOU350T";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";27/11/2024;692006;un;1,00;SEM GTIN;18778089;;;;1;"29884632000813";;;;;2445;1;1;="";;
2601949;;="";;;;"";3119410;"INS15";"IDENTIFICADOR/LOCALIZADOR DE CABOS - COBRE";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";14/05/2025;692006;un;1,00;SEM GTIN;18778094;;;;1;"29884632000813";;;;;2445;1;1;="";;
2663881;;="";24940;;;"";22420037;"INS33";"MULTIMEDIDOR DE REDE FLUKE MS2-100";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";22/05/2025;692006;un;1,00;SEM GTIN;18778112;;;000000166;1;"29884632000813";;;;;2445;1;1;="";;
4146082;;="2504070";25426;;;"";46030029MV;"INS23";"TERMÔMETRO INFRAVERMELHO";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";18/11/2025;692006;un;1,00;SEM GTIN;18778102;;;5701;1;"29884632000813";;;;09/09/2027;2445;1;1;="";;
4146084;;="2504076";45659;;;"";61040357MV;"INS20";"MULTÍMETRO DIGITAL";137829;"P-58";"Instrumentos";"Instrumentos";2,00000;0,00000;2,00000;"EMB";18/11/2025;692006;un;1,00;SEM GTIN;18778099;;;000000166;1;"29884632000813";;;;14/07/2027;2445;2;2;="";;
4984128;;="";;;;;;"CON215";"ABRAÇADEIRA METÁLICA 150mm x 4,6mm";137829;"P-58";"Consumiveis";"Consumiveis";50,00000;0,00000;50,00000;"EMB";31/03/2026;692006;UN;1,00;SEM GTIN;18853790;;;464;1;"29884632000813";INFOTEC;;;;2537;50;50;="1,0000000000";50;
4984181;;="";;;;;;"CON144";"PATCH CORD CAT5E - 1,5M";137829;"P-58";"Consumiveis";"Consumiveis";3,00000;0,00000;3,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777961;;;1965;1;"27558567000134";METACOM TECNOLOGIA COMERCIO E SERVICOS LTDA;;;;2609;3;3;="14,6000000000";43,8;
4984182;;="";;;;;;"CON137";"REFIL PARA ETIQUETADORA METALICA";137829;"P-58";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777954;;;1965;1;"27558567000134";METACOM TECNOLOGIA COMERCIO E SERVICOS LTDA;;;;2609;2;2;="95,0000000000";190;
4984287;;="";;;;;;"CON155";"SPLITTER TV (DIVISOR DE SINAL) 1X2";137829;"P-58";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777972;;;178;1;"29884632000813";INFOTEC;;;;2436;2;2;="34,0000000000";68;
4984288;;="";;;;;;"CON155";"SPLITTER TV (DIVISOR DE SINAL) 1X2";137829;"P-58";"Consumiveis";"Consumiveis";6,00000;0,00000;6,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777972;;;178;1;"29884632000813";INFOTEC;;;;2436;6;6;="34,0000000000";204;
4984289;;="";;;;;;"CON154";"SOLDA ESTANHO";137829;"P-58";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777971;;;8;1;"29884632000813";;;;;2445;1;1;="";;
4984290;;="";;;;;;"FER23";"ARCO DE SERRA";137829;"P-58";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18778018;;;000000925;1;"29884632000813";;;;;2445;1;1;="";;
4984291;;="";;;;;;"FER20";"FURADEIRA 110V - 220V";137829;"P-58";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18778015;;;000000924;1;"29884632000813";;;;;2445;1;1;="";;
4984293;;="2504085";25101;;;;233101183;"INS31";"WATTIMETRO ANALÓGICO E DIGITAL BIRD 43 PRO";137829;"P-58";"Instrumentos";"Instrumentos";2,00000;0,00000;2,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18778110;;;5499;1;"29884632000813";;;;14/07/2027;2448;2;2;="";;
4984294;;="";;;;;;"CON069";"TUBETE FIBRA OPTICA - 50UN";137829;"P-58";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";31/03/2026;692006;PCT;1,00;SEM GTIN;18778188;;;000000982;1;"29884632000813";;;;;2445;1;1;="";;
4984295;;="";;;;;;"CON121";"CORD OPT MONO LC/UPCxSC/UPC 2mm 2,5M - DUPLEX";137829;"P-58";"Consumiveis";"Consumiveis";4,00000;0,00000;4,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777938;;;000039459;2;"29884632000813";;;;;2445;4;4;="";;
4984296;;="";;;;;;"FER54";"ALICATE CRIMPAR CABO COAXIAL";137829;"P-58";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18778048;;;6;1;"29884632000813";INFOTEC;;;;2512;1;1;="109,0000000000";109;
4984297;;="";45775;;;;25504;"INS07";"CARGA RESISTIVA 50ohms 100W";137829;"P-58";"Instrumentos";"Instrumentos";2,00000;0,00000;2,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18778086;;;5928;1;"29884632000813";INFOTEC;;;;2519;2;2;="916,0000000000";1832;
4984298;;="";;;;;;"FER117";"PUNÇÃO 105mm";137829;"P-58";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777969;;;;3;"29884632000813";;;;;2445;1;1;="";;
4984299;;="";;;;;;"CON166";"ADAP OPTICO SC/LC";137829;"P-58";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777983;;;;1;"29884632000813";;;;;2445;1;1;="";;
4984300;;="";;;;;;"CON155";"SPLITTER TV (DIVISOR DE SINAL) 1X2";137829;"P-58";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777972;;;178;1;"29884632000813";INFOTEC;;;;2436;2;2;="34,0000000000";68;
4984301;;="";;;;;;"CON173";"TERM ANEL 1,3 - 2,6MM";137829;"P-58";"Consumiveis";"Consumiveis";20,00000;0,00000;20,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18779174;;;000175452;1;"29884632000813";INFOTEC;;;;2424;0;0;="0,0000000000";0;
4984302;;="";;;;;;"CON170";"TERM FORQUILHA 1,3 - 2,6MM";137829;"P-58";"Consumiveis";"Consumiveis";20,00000;0,00000;20,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18779171;;;000175452;1;"29884632000813";INFOTEC;;;;2424;0;0;="0,0000000000";0;
4984303;;="";;;;;;"CON176";"TERM AGULHA 1,3 - 2,6MM";137829;"P-58";"Consumiveis";"Consumiveis";20,00000;0,00000;20,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18779177;;;000175452;1;"29884632000813";INFOTEC;;;;2424;0;0;="0,0000000000";0;
4984304;;="";;;;;;"CON164";"CLIP JACARE SUREGRIP";137829;"P-58";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777981;;;000000588;55;"29884632000813";;;;;2445;1;1;="";;
4984305;;="";;;;;;"CON128";"CORD OPT MULT SC/UPCxSC/UPC 2mm 2,5M - DUPLEX";137829;"P-58";"Consumiveis";"Consumiveis";4,00000;0,00000;4,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18777945;;;000039459;2;"29884632000813";;;;;2445;4;4;="";;
4984306;;="";;;;;;"CON042";"KIT PORCA GAIOLA C/PARAFUSO - 10 Porcas - 10 Parafusos";137829;"P-58";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";31/03/2026;692006;un;1,00;SEM GTIN;18778161;;;6830;2;"29884632000813";INFOTEC;;;;2515;2;2;="18,0000000000";36;
5046189;;="2605394";46127;;;"";233703143;"INS31";"WATTIMETRO ANALÓGICO E DIGITAL BIRD 43 PRO";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";13/04/2026;692006;un;1,00;SEM GTIN;18778110;;;5657;1;"29884632000813";;;;14/07/2027;2448;1;1;="";;
5046190;;="2502720";45655;;;"";25493;"INS07";"CARGA RESISTIVA 50ohms 100W";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";13/04/2026;692006;un;1,00;SEM GTIN;18778086;;;5928;1;"29884632000813";INFOTEC;;;14/07/2027;2519;1;1;="916,0000000000";916;
5046394;;="2600573";46040;;;"";231060010;"INS25";"TESTADOR DE CATV (ANALÓGICO)";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";13/04/2026;692006;un;1,00;SEM GTIN;18778104;;;5658;1;"29884632000813";;;;10/02/2028;2448;1;1;="";;
5428891;;="2604735";46238;;;;3774627;"INS19";"MEGOMETRO MI-2552";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";15/07/2026;692006;un;1,00;SEM GTIN;18778098;;;;1;"29884632000813";;;;10/06/2027;2445;1;1;="";;
5428892;;="2603961";46094;;;;2147670;"INS06";"CALIBRADOR SITEMASTER";137829;"P-58";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";15/07/2026;692006;un;1,00;SEM GTIN;18778085;;;20046;4;"29884632000813";;;;;2448;1;1;="";;
5428893;;="2603953";25413;;;;23G0404;"INS35";"IMPEDANCIMETRO GOLDLINE ZM1P";137829;"P-58";"Instrumentos";"Instrumentos";3,00000;0,00000;3,00000;"EMB";15/07/2026;692006;un;1,00;SEM GTIN;18778114;;;6348;1;"29884632000813";;;;06/07/2027;2445;3;3;="";;
