hu;tracking;hu_externa;patrimonio;lote;sif;ca;serie;item;descricao;posicao;endereco;cod_grupo;nome_grupo;quantidade;reservado;saldo;embalagem;data;empresa;unid_medida;fator_cubagem;ean;id;bloqueio_nome;bloqueio_descricao;nf_entrada_numero;nf_entrada_serie;depositante_cnpj;depositante_nome;depositante_grupo;depositante_franquia;data_vcto;dot;peso_liquido_total;peso_bruto_total;valor_unitario;valor_total;data_fab
1347827;;="";24752;;;"";2023033023111795;"INS28";"TESTADOR MULTIFUNCIONAL CFTV SECURE TEST IP R171000";137810;"P-20";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778107;;;6203;1;"29884632000813";;;;;2445;1;1;="";;
1348444;;="";45376;;;"";2318579;"INS06";"CALIBRADOR SITEMASTER";137810;"P-20";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778085;;;20074;4;"29884632000813";;;;;2448;1;1;="";;
1349689;;="2504587";24690;;;"";3208435;"INS19";"MEGOMETRO MI-2552";137810;"P-20";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778098;;;;1;"29884632000813";;;;07/10/2026;2445;1;1;="";;
1349700;;="";;;;"";;"CON010";"ADAP N RETO 2 FEMEAS";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778129;;;;2;"29884632000813";;;;;2445;1;1;="";;
1349704;;="";;;;"";;"CON016";"ADAP BNC 50 T 2 FEM 1 MAC";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778135;;;;2;"29884632000813";;;;;2445;1;1;="";;
1349707;;="";;;;"";;"CON022";"ADAP UHF RETO FEMEA x FEMEA";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778141;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349713;;="";;;;"";;"CON030";"CON RJ45 CAT5E MACHO BLINDADO";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778149;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349719;;="";;;;"";;"CON036";"ADAP DB9 MACHO X RJ 45 FEMEA";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778155;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349722;;="";;;;"";;"CON039";"SPLITTER TV (DIVISOR DE SINAL) 1X3";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778158;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349723;;="";;;;"";;"CON040";"SPLITTER TV (DIVISOR DE SINAL) 1X4";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778159;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349724;;="";;;;"";;"CON041";"FUSIVEL 3 A";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778160;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349728;;="";;;;"";;"CON046";"CABO CONFIGURAÇÃO IMPRESSORA";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778165;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349730;;="";;;;"";;"CON048";"CABO CONFIGURAÇÃO USB x RS232";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778167;;;413;1;"29884632000813";INFOTEC;;;;2430;1;1;="37,0000000000";37;
1349731;;="";;;;"";;"CON049";"CABO CONFIGURAÇÃO RS232 - DB9F x RJ45";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778168;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349732;;="";;;;"";;"CON050";"CABO CONFIGURAÇÃO PY2PCB - 4147";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778169;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349733;;="";;;;"";;"CON051";"CABO CONFIGURAÇÃO PY2PCB - 4083C";137810;"P-20";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778170;;;;1;"29884632000813";;;;;2445;1;1;="";;
