hu;tracking;hu_externa;patrimonio;lote;sif;ca;serie;item;descricao;posicao;endereco;cod_grupo;nome_grupo;quantidade;reservado;saldo;embalagem;data;empresa;unid_medida;fator_cubagem;ean;id;bloqueio_nome;bloqueio_descricao;nf_entrada_numero;nf_entrada_serie;depositante_cnpj;depositante_nome;depositante_grupo;depositante_franquia;data_vcto;dot;peso_liquido_total;peso_bruto_total;valor_unitario;valor_total;data_fab
1351331;;="2503178";24776;;;"243475";232600013;"INS31";"WATTIMETRO ANALÓGICO E DIGITAL BIRD 43 PRO";137823;"P-52";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778110;;;5461;1;"29884632000813";;;;22/08/2025;2448;1;1;="";;
1351604;;="";;;;;;"ESS01";"CINTURÃO DE SEGURANÇA PARAQUEDISTA - CA VÁLIDO";137823;"P-52";"Essenciais";"Essenciais";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777986;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1351605;;="";;;;;;"ESS03";"TALABARTE DE POSICIONAMENTO EM CORDA";137823;"P-52";"Essenciais";"Essenciais";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777988;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1351606;;="";;;;;;"ESS04";"TALABARTE EM Y COM ABSORVEDOR DE ENERGIA";137823;"P-52";"Essenciais";"Essenciais";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777989;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1351607;;="";;;;;;"ESS06";"KIT IRATA 05";137823;"P-52";"Essenciais";"Essenciais";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777991;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1351608;;="";;;;;;"FER01";"CHAVE FENDA SIMPLES 1/2x12mm";137823;"P-52";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777996;;;;0;"29884632000813";;;;;2445;1;1;="";;
1351609;;="";;;;;;"FER02";"CHAVE DE FENDA ISOLADA 3/8x8mm";137823;"P-52";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777997;;;83573;1;"29884632000813";;;;;2445;1;1;="";;
1351611;;="";;;;;;"FER08";"CHAVE DE FENDA ISOLADA 1/4x6mm";137823;"P-52";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778003;;;5;1;"29884632000813";;;;;2445;1;1;="";;
1351612;;="";;;;;;"FER11";"CHAVE DE FENDA 1/4x5mm";137823;"P-52";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778006;;;;0;"29884632000813";;;;;2445;1;1;="";;
1351613;;="";;;;;;"FER14";"CHAVE PHILIPS ISOLADA 1/8x4mm";137823;"P-52";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778009;;;5;1;"29884632000813";;;;;2445;1;1;="";;
