hu;tracking;hu_externa;patrimonio;lote;sif;ca;serie;item;descricao;posicao;endereco;cod_grupo;nome_grupo;quantidade;reservado;saldo;embalagem;data;empresa;unid_medida;fator_cubagem;ean;id;bloqueio_nome;bloqueio_descricao;nf_entrada_numero;nf_entrada_serie;depositante_cnpj;depositante_nome;depositante_grupo;depositante_franquia;data_vcto;dot;peso_liquido_total;peso_bruto_total;valor_unitario;valor_total;data_fab
1349871;;="";;;;;;"CON006";"CON N FEM RETO RG58";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778125;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349876;;="";;;;;;"CON019";"CON  N FEM RETO RG213";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778138;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349877;;="";;;;;;"CON022";"ADAP UHF RETO FEMEA x FEMEA";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778141;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349881;;="";;;;;;"CON029";"CONECTOR RJ45 CAT5E MACHO";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778148;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349882;;="";;;;;;"CON030";"CON RJ45 CAT5E MACHO BLINDADO";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778149;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349884;;="";;;;;;"CON032";"CONECTOR RJ45 CAT6 FEMEA BLINDADO";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778151;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349885;;="";;;;;;"CON033";"CONECTOR RJ45 CAT6 MACHO";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778152;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349886;;="";;;;;;"CON034";"CONECTOR RJ45 CAT6 MACHO BLINDADO";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778153;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349888;;="";;;;;;"CON036";"ADAP DB9 MACHO X RJ 45 FEMEA";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778155;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349891;;="";;;;;;"CON039";"SPLITTER TV (DIVISOR DE SINAL) 1X3";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778158;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349892;;="";;;;;;"CON040";"SPLITTER TV (DIVISOR DE SINAL) 1X4";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778159;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349893;;="";;;;;;"CON041";"FUSIVEL 3 A";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778160;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349894;;="";;;;;;"CON042";"KIT PORCA GAIOLA C/PARAFUSO - 10 Porcas - 10 Parafusos";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778161;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349897;;="";;;;;;"CON046";"CABO CONFIGURAÇÃO IMPRESSORA";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778165;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349898;;="";;;;;;"CON047";"CABO CONVERÇÃO HDMI PARA VGA";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778166;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349899;;="";;;;;;"CON048";"CABO CONFIGURAÇÃO USB x RS232";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778167;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349900;;="";;;;;;"CON049";"CABO CONFIGURAÇÃO RS232 - DB9F x RJ45";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778168;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349901;;="";;;;;;"CON050";"CABO CONFIGURAÇÃO PY2PCB - 4147";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778169;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349902;;="";;;;;;"CON051";"CABO CONFIGURAÇÃO PY2PCB - 4083C";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778170;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349903;;="";;;;;;"CON052";"CABO CONFIGURAÇÃO PY2PCB - 1529R";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778171;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349904;;="";;;;;;"CON053";"CABO CONFIGURAÇÃO CISCO A6 - USB x RJ45";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778172;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349905;;="";;;;;;"CON054";"CABO CONFIGURAÇÃO CISCO A6 - DB9F x RJ45";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778173;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349906;;="";;;;;;"CON055";"CABO EXTENSOR  DB9F x DB9F";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778174;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349908;;="";;;;;;"CON057";"CABO NORMATEL PY2PCB AL2011013 - E6";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778176;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349910;;="";;;;;;"CON065";"FITA ISOLANTE PVC";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778184;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349914;;="";;;;;;"CON069";"TUBETE FIBRA OPTICA - 50UN";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;PCT;1,00;SEM GTIN;18778188;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349915;;="";;;;;;"CON070";"PILHA ALCALINA AA";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778189;;;952433;1;"29884632000813";;;;;2445;1;1;="";;
1349916;;="";;;;;;"CON071";"BATERIA 9V";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778190;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349917;;="";;;;;;"CON072";"ALCOOL ISOPROPILICO 1L";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778191;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349918;;="";;;;;;"CON110";"CABO DE FORÇA P/ MONITOR - 1.5M";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777927;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349919;;="";;;;;;"CON111";"CON BNC 50 OHMS MACHO RETO RG59";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777928;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349920;;="";;;;;;"CON112";"CON FEMEA P/ CABO DE FORÇA";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777929;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349922;;="";;;;;;"CON131";"DESENGRIPANTE";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777948;;;18683;1;"29884632000813";;;;;2445;1;1;="";;
1349924;;="";;;;;;"CON134";"FITA AUTO FUSÃO";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777951;;;;1;"29884632000813";;;;;2445;1;1;="";;
1349925;;="";;;;;;"CON135";"FITA CREPE LARGA 48mm";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777952;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1349931;;="";;;;;;"FER117";"PUNÇÃO 105mm";137811;"P-25";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777969;;;436602;3;"29884632000813";;;;;2445;1;1;="";;
1349932;;="";;;;;;"CON153";"SILICONE ACÉTICO TRANSPARENTE";137811;"P-25";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18777970;;;51;1;"29884632000813";;;;;2445;1;1;="";;
