hu;tracking;hu_externa;patrimonio;lote;sif;ca;serie;item;descricao;posicao;endereco;cod_grupo;nome_grupo;quantidade;reservado;saldo;embalagem;data;empresa;unid_medida;fator_cubagem;ean;id;bloqueio_nome;bloqueio_descricao;nf_entrada_numero;nf_entrada_serie;depositante_cnpj;depositante_nome;depositante_grupo;depositante_franquia;data_vcto;dot;peso_liquido_total;peso_bruto_total;valor_unitario;valor_total;data_fab
1884294;;="";45377;;;"";2318599;"INS06";"CALIBRADOR SITEMASTER";137837;"P-74";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";17/09/2024;692006;un;1,00;SEM GTIN;18778085;;;20073;4;"29884632000813";;;;;2448;1;1;="";;
1884487;;="";45256;;;"";C007BO0000081;"INS32";"POWER METTER AOP100T";137837;"P-74";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";17/09/2024;692006;un;1,00;SEM GTIN;18778111;;;3001;1;"29884632000813";;;;;2448;1;1;="";;
1902682;;="2503437";45236;;;"";50300235MV;"INS23";"TERMÔMETRO INFRAVERMELHO";137837;"P-74";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";23/09/2024;692006;un;1,00;SEM GTIN;18778102;;;5701;1;"29884632000813";;;;11/08/2027;2445;1;1;="";;
2086267;;="";26441;;;"";;"INS36";"CAMERA FOTOGRAFICA NIKON COOLPIX L330";137837;"P-74";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";04/12/2024;692006;un;1,00;SEM GTIN;18778115;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
2302022;;="";;;;;;"CON052";"CABO CONFIGURAÇÃO PY2PCB - 1529R";137837;"P-74";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";10/02/2025;692006;un;1,00;SEM GTIN;18778171;;;;1;"29884632000813";;;;;2445;1;1;="";;
2302023;;="";;;;;;"CON048";"CABO CONFIGURAÇÃO USB x RS232";137837;"P-74";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";10/02/2025;692006;un;1,00;SEM GTIN;18778167;;;;1;"29884632000813";;;;;2445;1;1;="";;
2302142;;="";;;;;;"ESS09";"TRAVAQUEDAS CABO DE AÇO";137837;"P-74";"Essenciais";"Essenciais";0,00010;0,00000;0,00010;"EMB";11/02/2025;692006;un;1,00;SEM GTIN;18777994;;;1;1;"29884632000813";INFOTEC;;;;2421;0;0;="1,0000000000";0,0001;
2601951;;="";45751;;;"";2327882;"INS15";"IDENTIFICADOR/LOCALIZADOR DE CABOS - COBRE";137837;"P-74";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";14/05/2025;692006;un;1,00;SEM GTIN;18778094;;;;1;"29884632000813";;;;;2445;1;1;="";;
2692546;;="2500363";46255;;;"2500363";23F2902;"INS35";"IMPEDANCIMETRO GOLDLINE ZM1P";137837;"P-74";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";28/05/2025;692006;un;1,00;SEM GTIN;18778114;;;6279;1;"29884632000813";;;;30/01/2026;2445;1;1;="";;
3222495;;="";;;;;;"CON166";"ADAP OPTICO SC/LC";137837;"P-74";"Consumiveis";"Consumiveis";3,00000;0,00000;3,00000;"EMB";15/08/2025;692006;un;1,00;SEM GTIN;18777983;;;;1;"29884632000813";;;;;2445;3;3;="";;
