hu;tracking;hu_externa;patrimonio;lote;sif;ca;serie;item;descricao;posicao;endereco;cod_grupo;nome_grupo;quantidade;reservado;saldo;embalagem;data;empresa;unid_medida;fator_cubagem;ean;id;bloqueio_nome;bloqueio_descricao;nf_entrada_numero;nf_entrada_serie;depositante_cnpj;depositante_nome;depositante_grupo;depositante_franquia;data_vcto;dot;peso_liquido_total;peso_bruto_total;valor_unitario;valor_total;data_fab
1350760;;="2600587";45104;;;"";3774626;"INS19";"MEGOMETRO MI-2552";137832;"P-67";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778098;;;;1;"29884632000813";;;;02/02/2027;2445;1;1;="";;
1884754;;="";45466;;;"";2024020823111860;"INS28";"TESTADOR MULTIFUNCIONAL CFTV SECURE TEST IP R171000";137832;"P-67";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";17/09/2024;692006;un;1,00;SEM GTIN;18778107;;;6203;1;"29884632000813";;;;;2445;1;1;="";;
1902456;;="";45418;;;"";2147112;"INS06";"CALIBRADOR SITEMASTER";137832;"P-67";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";23/09/2024;692006;un;1,00;SEM GTIN;18778085;;;20074;4;"29884632000813";;;;;2448;1;1;="";;
2076990;;="2600580";25440;;;"";23G0405;"INS35";"IMPEDANCIMETRO GOLDLINE ZM1P";137832;"P-67";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";27/11/2024;692006;un;1,00;SEM GTIN;18778114;;;7658;1;"29884632000813";;;;02/02/2027;2445;1;1;="";;
2927508;;="";;;;;;"FER144";"ETIQUETADORA BROTHER P-80";137832;"P-67";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";22/07/2025;692006;UN;1,00;SEM GTIN;18852671;;;000000924;1;"29884632000813";;;;;2445;999;999;="";;
2927509;;="";45559;;;;15310115/04795;"INS24";"MULTIMEDIDOR DE REDE NAVITEK NT R153001";137832;"P-67";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";22/07/2025;692006;un;1,00;SEM GTIN;18778103;;;17984;1;"29884632000813";;;;;2445;1;1;="";;
2950788;;="2502860";45226;;;"2502860";45750006MV;"INS23";"TERMÔMETRO INFRAVERMELHO";137832;"P-67";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";28/07/2025;692006;un;1,00;SEM GTIN;18778102;;;5701;1;"29884632000813";;;;01/07/2027;2445;1;1;="";;
3247052;;="";;;;;;"CON070";"PILHA ALCALINA AA";137832;"P-67";"Consumiveis";"Consumiveis";12,00000;0,00000;12,00000;"EMB";21/08/2025;692006;un;1,00;SEM GTIN;18778189;;;18;1;"29884632000813";INFOTEC;;;;2517;12;12;="3,0000000000";36;
3937582;;="";;;;;;"FER143";"PENDRIVE 64 GB SANDISK";137832;"P-67";"Ferramentas";"Ferramentas";1,00000;0,00000;1,00000;"EMB";27/10/2025;692006;UN;1,00;SEM GTIN;18852670;;;19;1;"29884632000813";INFOTEC;;;;2517;1;1;="43,0000000000";43;
3937590;;="";;;;;;"CON215";"ABRAÇADEIRA METÁLICA 150mm x 4,6mm";137832;"P-67";"Consumiveis";"Consumiveis";40,00000;0,00000;40,00000;"EMB";27/10/2025;692006;UN;1,00;SEM GTIN;18853790;;;464;1;"29884632000813";INFOTEC;;;;2537;40;40;="1,0000000000";40;
3937701;;="";;;;;;"ESS09";"TRAVAQUEDAS CABO DE AÇO";137832;"P-67";"Essenciais";"Essenciais";1,00000;0,00000;1,00000;"EMB";27/10/2025;692006;un;1,00;SEM GTIN;18777994;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
3937703;;="";;;;;;"ESS02";"MOSQUETÃO";137832;"P-67";"Essenciais";"Essenciais";2,00000;0,00000;2,00000;"EMB";27/10/2025;692006;un;1,00;SEM GTIN;18777987;;;1;1;"29884632000813";INFOTEC;;;;2421;2;2;="1,0000000000";2;
4085380;;="";;;;;;"CON192";"CORD OPT MONO LC/UPCxLC/UPC 2mm 10M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;UN;1,00;SEM GTIN;18840450;;;40355;2;"29884632000813";INFOTEC;;;;2434;2;2;="50,0000000000";100;
4085383;;="";46020;;;"";C007EA0000104;"INS47";"POWER METER AOS200 - S3S5";137832;"P-67";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18846441;;;;1;"29884632000813";;;;;2445;0;0;="";;
4085384;;="";;;;;;"CON191";"CORD OPT MONO LC/UPCxST/UPC 2mm 5M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;UN;1,00;SEM GTIN;18840445;;;;2;"29884632000813";;;;;2445;0;0;="";;
4085385;;="";;;;;;"CON188";"CORD OPT MONO LC/UPCxST/UPC 2mm 10M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;UN;1,00;SEM GTIN;18840441;;;;2;"29884632000813";;;;;2445;0;0;="";;
4085386;;="";;;;;;"CON210";"CORD OPT MONO LC/APCxE2000/APC 2mm 10M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;UN;1,00;SEM GTIN;18853639;;;000039427;2;"29884632000813";;;;;2445;2;2;="";;
4085388;;="";;;;;;"CON115";"CORD OPT MONO FC/UPCxLC/UPC 2mm 2,5M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777932;;;000039459;2;"29884632000813";;;;;2445;2;2;="";;
4085389;;="";;;;;;"CON123";"CORD OPT MONO LC/UPCxST/UPC 2mm 2,5M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777940;;;000039459;2;"29884632000813";;;;;2445;2;2;="";;
4085390;;="";;;;;;"CON152";"ADAP OPTICO SC/UPC";137832;"P-67";"Consumiveis";"Consumiveis";6,00000;0,00000;6,00000;"EMB";17/11/2025;692006;UN;1,00;SEM GTIN;18920157;;;36547;4;"29884632000813";INFOTEC;;;;2518;6;6;="0,0000000000";0;
4085392;;="";;;;;;"CON122";"CORD OPT MONO LC/UPCxSC/UPC 2mm 5M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777939;;;000039427;2;"29884632000813";;;;;2445;2;2;="";;
4085393;;="";;;;;;"CON166";"ADAP OPTICO SC/LC";137832;"P-67";"Consumiveis";"Consumiveis";6,00000;0,00000;6,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777983;;;;1;"29884632000813";;;;;2445;6;6;="";;
4085394;;="";;;;;;"CON119";"CORD OPT MONO LC/UPCxLC/UPC 2mm 5M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777936;;;000039427;2;"29884632000813";;;;;2445;2;2;="";;
4085396;;="";;;;;;"CON120";"CORD OPT MONO LC/UPCxSC/UPC 2mm 10M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777937;;;000039427;2;"29884632000813";;;;;2445;2;2;="";;
4085397;;="";;;;;;"CON121";"CORD OPT MONO LC/UPCxSC/UPC 2mm 2,5M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777938;;;000039459;2;"29884632000813";;;;;2445;2;2;="";;
4085398;;="";;;;;;"CON114";"CORD OPT MONO FC/UPCxFC/UPC 2mm 2,5M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777931;;;000039459;2;"29884632000813";;;;;2445;2;2;="";;
4085400;;="";;;;;;"CON116";"CORD OPT MONO FC/UPCxSC/UPC 2mm 2,5M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777933;;;000039459;2;"29884632000813";;;;;2445;2;2;="";;
4085402;;="";;;;;;"CON117";"CORD OPT MONO LC/APCxLC/APC 2mm 10M - DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777934;;;000039427;2;"29884632000813";;;;;2445;2;2;="";;
4085403;;="";;;;;;"CON118";"CORD OPT MONO LC/UPCxE2000/APC 2mm 2,5M -DUPLEX";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18777935;;;;2;"29884632000813";;;;;2445;2;2;="";;
4085405;;="";45270;;;"";C007BO0000069;"INS32";"POWER METTER AOP100T";137832;"P-67";"Instrumentos";"Instrumentos";1,00000;0,00000;1,00000;"EMB";17/11/2025;692006;un;1,00;SEM GTIN;18778111;;;3001;1;"29884632000813";;;;;2448;1;1;="";;
4228401;;="";;;;;;"CON180";"FITA HELLERMAN T30L 190mm x 3,5mm";137832;"P-67";"Consumiveis";"Consumiveis";30,00000;0,00000;30,00000;"EMB";27/11/2025;692006;un;1,00;SEM GTIN;18817774;;;507169;0;"29884632000813";INFOTEC;;;;2429;30;30;="";;
4228402;;="";;;;;;"CON064";"FITA ROTULADORA";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";27/11/2025;692006;un;1,00;SEM GTIN;18778183;;;1719;1;"29884632000813";INFOTEC;;;;2520;2;2;="27,0000000000";54;
4228403;;="";;;;;;"CON027";"CONECTOR RJ45 CAT5E FEMEA";137832;"P-67";"Consumiveis";"Consumiveis";15,00000;0,00000;15,00000;"EMB";27/11/2025;692006;un;1,00;SEM GTIN;18778146;;;000000982;1;"29884632000813";;;;;2445;15;15;="";;
4228404;;="";;;;;;"CON155";"SPLITTER TV (DIVISOR DE SINAL) 1X2";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";27/11/2025;692006;un;1,00;SEM GTIN;18777972;;;178;1;"29884632000813";INFOTEC;;;;2436;2;2;="34,0000000000";68;
4228405;;="";;;;;;"CON039";"SPLITTER TV (DIVISOR DE SINAL) 1X3";137832;"P-67";"Consumiveis";"Consumiveis";2,00000;0,00000;2,00000;"EMB";27/11/2025;692006;un;1,00;SEM GTIN;18778158;;;000001015;1;"29884632000813";;;;;2445;2;2;="";;
