hu;tracking;hu_externa;patrimonio;lote;sif;ca;serie;item;descricao;posicao;endereco;cod_grupo;nome_grupo;quantidade;reservado;saldo;embalagem;data;empresa;unid_medida;fator_cubagem;ean;id;bloqueio_nome;bloqueio_descricao;nf_entrada_numero;nf_entrada_serie;depositante_cnpj;depositante_nome;depositante_grupo;depositante_franquia;data_vcto;dot;peso_liquido_total;peso_bruto_total;valor_unitario;valor_total;data_fab
1351162;;="";;;;;;"CON006";"CON N FEM RETO RG58";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778125;;;;1;"29884632000813";;;;;2445;1;1;="";;
1351164;;="";;;;;;"CON010";"ADAP N RETO 2 FEMEAS";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778129;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1351168;;="";;;;;;"CON016";"ADAP BNC 50 T 2 FEM 1 MAC";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778135;;;;2;"29884632000813";;;;;2445;1;1;="";;
1351171;;="";;;;;;"CON019";"CON  N FEM RETO RG213";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778138;;;;2;"29884632000813";;;;;2445;1;1;="";;
1351172;;="";;;;;;"CON022";"ADAP UHF RETO FEMEA x FEMEA";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778141;;;;1;"29884632000813";;;;;2445;1;1;="";;
1351176;;="";;;;;;"CON026";"CON N MAC RETO CELLFLEX 7/8";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778145;;;40061;2;"29884632000813";INFOTEC;;;;2434;1;1;="80,0000000000";80;
1351179;;="";;;;;;"CON029";"CONECTOR RJ45 CAT5E MACHO";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778148;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1351183;;="";;;;;;"CON033";"CONECTOR RJ45 CAT6 MACHO";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778152;;;;1;"29884632000813";;;;;2445;1;1;="";;
1351184;;="";;;;;;"CON034";"CONECTOR RJ45 CAT6 MACHO BLINDADO";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778153;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
1351185;;="";;;;;;"CON036";"ADAP DB9 MACHO X RJ 45 FEMEA";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778155;;;;1;"29884632000813";;;;;2445;1;1;="";;
1351187;;="";;;;;;"CON038";"CON BNC 75 OHMS MACHO RETO RG59";137820;"P-47";"Consumiveis";"Consumiveis";1,00000;0,00000;1,00000;"EMB";20/03/2024;692006;un;1,00;SEM GTIN;18778157;;;1;1;"29884632000813";INFOTEC;;;;2421;1;1;="1,0000000000";1;
